amplitude,frequency,health
0.2452048457591539,0.46727662553394655,I
0.27095521812734935,0.43441551239764314,I
0.2478208247490824,0.4336504405991618,I
0.2881078854025581,0.406129376917637,I
0.3699069624712432,0.40990629705681747,I
0.38360837451692525,0.40148470874888886,I
0.3968017211769892,0.3849540381886301,I
0.4338660809073672,0.3967602673052863,I
0.46280627031219884,0.3832043968751664,I
0.5031426665596718,0.36302006570714973,I
0.5544148575763796,0.3574802565555146,I
