amplitude,frequency,health
0.2567227154278739,0.42183908449874286,I
0.2514381414683427,0.4229807485760946,I
0.2838180742600789,0.3918911463872446,I
0.2556901357940816,0.44016883998764117,I
0.2128347805548153,0.45912863466242193,I
0.2032505313993846,0.45809529993415604,I
0.23000388864947358,0.478110581427356,I
0.18515900786643866,0.5067316050155527,I
0.1703132054844832,0.5416664727469364,I
0.18750862084957676,0.4958187901702653,I
0.21107380410885762,0.45226983955308564,I
0.20250733641636498,0.449530833123074,I
0.24272533785707892,0.401986057835458,I
0.2576204695120897,0.3985181577611914,I
0.33508862869764544,0.38841014114928474,I
0.3058985135249397,0.38854785058448715,I
0.36708381006820673,0.38646354317202836,I
0.4260559628215252,0.36050506491098716,I
0.4157597576833905,0.37370550566150756,I
0.4813910679360862,0.3607506978457715,I
0.4561454769332287,0.36089537958497464,I
0.4491591126952783,0.3455289856891284,I
0.48777069779292304,0.34712424697163524,I
0.4730038238070957,0.3614263773454118,I
0.4847699738305503,0.3787436243255883,I
0.4121029806232269,0.37476637535909274,I
0.383337072748974,0.38227874326021255,I
0.32469212605374087,0.383515496640895,I
0.3382077423113673,0.3792015378131869,I
0.5399916252541377,0.33061461358472066,I
0.5791014110308523,0.346379333558434,I
0.45328286213318614,0.35800377207471995,I
0.535248004895979,0.37531970745706367,I
0.4632831015078763,0.3850715976515811,I
0.4536002005385942,0.3816463447430428,I
0.4131963908404664,0.37420235075090896,I
0.3430615246697375,0.3978320900437855,I
0.40800225478517027,0.42548820722161096,I
0.31790143326566156,0.4158884922314254,I
0.24343564843884927,0.4150680519014253,I
0.2973188920683213,0.433185747286594,I
0.2815144967286194,0.4550351946525076,I
0.21306826242779187,0.48337714306724466,I
0.22631258004120205,0.4731783735541832,I
0.2824977513165584,0.4453807111294554,I
0.31124556649440466,0.43056137995724164,I
0.2907501708891428,0.4176173809484138,I
0.3436797568079969,0.3911899007832721,I
0.4074234847862814,0.41477249190004284,I
